frame,xmin,ymin,xmax,ymax,class,ts_sent,ts_recv,latency_ms
1478019975180844551.jpg,123,134,165,161,1,1750098579311,1750098579311,0
1478019975180844551.jpg,123.0,134.0,165.0,161.0,1,1750098579311,1750098579314,3
1478019975180844551.jpg,161,100,170,113,5,1750098579351,1750098579351,0
1478019975180844551.jpg,161.0,100.0,170.0,113.0,5,1750098579351,1750098579353,2
1478019975180844551.jpg,161,100,168,110,5,1750098579389,1750098579389,0
1478019975180844551.jpg,161.0,100.0,168.0,110.0,5,1750098579389,1750098579392,3
1478019975180844551.jpg,166,136,177,150,1,1750098579428,1750098579428,0
1478019975180844551.jpg,166.0,136.0,177.0,150.0,1,1750098579428,1750098579431,3
1478019975180844551.jpg,168,134,219,153,1,1750098579467,1750098579467,0
1478019975180844551.jpg,168.0,134.0,219.0,153.0,1,1750098579467,1750098579469,2
1478019975180844551.jpg,168,135,220,151,1,1750098579505,1750098579505,0
1478019975180844551.jpg,168.0,135.0,220.0,151.0,1,1750098579505,1750098579507,2
1478019975180844551.jpg,193,94,201,109,5,1750098579543,1750098579543,0
1478019975180844551.jpg,193.0,94.0,201.0,109.0,5,1750098579543,1750098579546,3
1478019975180844551.jpg,194,96,198,107,5,1750098579582,1750098579582,0
1478019975180844551.jpg,194.0,96.0,198.0,107.0,5,1750098579582,1750098579585,3
1478019975180844551.jpg,243,115,251,128,5,1750098579621,1750098579621,0
1478019975180844551.jpg,243.0,115.0,251.0,128.0,5,1750098579621,1750098579624,3
1478019975180844551.jpg,244,116,250,129,5,1750098579660,1750098579660,0
1478019975180844551.jpg,244.0,116.0,250.0,129.0,5,1750098579660,1750098579663,3
1478019975180844551.jpg,258,94,267,109,5,1750098579701,1750098579701,0
1478019975180844551.jpg,258.0,94.0,267.0,109.0,5,1750098579701,1750098579704,3
1478019975180844551.jpg,292,131,350,143,1,1750098579739,1750098579739,0
1478019975180844551.jpg,292.0,131.0,350.0,143.0,1,1750098579739,1750098579741,2
1478019975180844551.jpg,294,127,349,148,1,1750098579778,1750098579778,0
1478019975180844551.jpg,294.0,127.0,349.0,148.0,1,1750098579778,1750098579780,2
1478019975180844551.jpg,316,127,333,163,3,1750098579816,1750098579816,0
1478019975180844551.jpg,316.0,127.0,333.0,163.0,3,1750098579816,1750098579819,3
1478019975685727611.jpg,0,137,14,167,4,1750098579854,1750098579854,0
1478019975685727611.jpg,0.0,137.0,14.0,167.0,4,1750098579854,1750098579857,3
1478019975685727611.jpg,74,118,82,132,5,1750098579892,1750098579892,0
1478019975685727611.jpg,74.0,118.0,82.0,132.0,5,1750098579892,1750098579895,3
1478019975685727611.jpg,74,118,81,128,5,1750098579931,1750098579931,0
1478019975685727611.jpg,74.0,118.0,81.0,128.0,5,1750098579931,1750098579934,3
1478019975685727611.jpg,97,141,129,167,1,1750098579970,1750098579970,0
1478019975685727611.jpg,97.0,141.0,129.0,167.0,1,1750098579970,1750098579973,3
1478019975685727611.jpg,102,133,153,166,1,1750098580009,1750098580010,1
1478019975685727611.jpg,102.0,133.0,153.0,166.0,1,1750098580009,1750098580012,3
1478019975685727611.jpg,129,137,150,160,2,1750098580047,1750098580048,1
1478019975685727611.jpg,129.0,137.0,150.0,160.0,2,1750098580047,1750098580050,3
1478019975685727611.jpg,155,97,164,110,5,1750098580085,1750098580085,0
1478019975685727611.jpg,155.0,97.0,164.0,110.0,5,1750098580085,1750098580088,3
1478019975685727611.jpg,155,95,163,109,5,1750098580124,1750098580124,0
1478019975685727611.jpg,155.0,95.0,163.0,109.0,5,1750098580124,1750098580126,2
1478019975685727611.jpg,158,133,182,150,1,1750098580162,1750098580162,0
1478019975685727611.jpg,158.0,133.0,182.0,150.0,1,1750098580162,1750098580165,3
1478019975685727611.jpg,159,136,182,151,1,1750098580201,1750098580201,0
1478019975685727611.jpg,159.0,136.0,182.0,151.0,1,1750098580201,1750098580204,3
1478019975685727611.jpg,190,91,198,106,5,1750098580239,1750098580239,0
1478019975685727611.jpg,190.0,91.0,198.0,106.0,5,1750098580239,1750098580241,2
1478019975685727611.jpg,192,92,196,105,5,1750098580277,1750098580277,0
1478019975685727611.jpg,192.0,92.0,196.0,105.0,5,1750098580277,1750098580279,2
1478019975685727611.jpg,224,130,290,152,1,1750098580315,1750098580315,0
1478019975685727611.jpg,224.0,130.0,290.0,152.0,1,1750098580315,1750098580317,2
1478019975685727611.jpg,226,132,285,151,1,1750098580352,1750098580353,1
1478019975685727611.jpg,226.0,132.0,285.0,151.0,1,1750098580352,1750098580355,3
1478019975685727611.jpg,244,115,252,128,5,1750098580390,1750098580390,0
1478019975685727611.jpg,244.0,115.0,252.0,128.0,5,1750098580390,1750098580393,3
1478019975685727611.jpg,246,114,252,127,5,1750098580431,1750098580431,0
1478019975685727611.jpg,246.0,114.0,252.0,127.0,5,1750098580431,1750098580434,3
1478019975685727611.jpg,262,87,273,105,5,1750098580471,1750098580471,0
1478019975685727611.jpg,262.0,87.0,273.0,105.0,5,1750098580471,1750098580474,3
1478019975685727611.jpg,297,123,365,150,1,1750098580510,1750098580510,0
1478019975685727611.jpg,297.0,123.0,365.0,150.0,1,1750098580510,1750098580513,3
1478019975685727611.jpg,339,120,364,176,3,1750098580548,1750098580548,0
1478019975685727611.jpg,339.0,120.0,364.0,176.0,3,1750098580548,1750098580551,3
1478019975685727611.jpg,402,134,421,149,1,1750098580586,1750098580586,0
1478019975685727611.jpg,402.0,134.0,421.0,149.0,1,1750098580586,1750098580588,2
1478019976185898081.jpg,63,116,71,130,5,1750098580625,1750098580625,0
1478019976185898081.jpg,63.0,116.0,71.0,130.0,5,1750098580625,1750098580627,2
1478019976185898081.jpg,75,131,138,168,1,1750098580664,1750098580665,1
1478019976185898081.jpg,75.0,131.0,138.0,168.0,1,1750098580664,1750098580667,3
1478019976185898081.jpg,149,91,158,104,5,1750098580704,1750098580704,0
1478019976185898081.jpg,149.0,91.0,158.0,104.0,5,1750098580704,1750098580707,3
1478019976185898081.jpg,154,137,177,151,1,1750098580743,1750098580743,0
1478019976185898081.jpg,154.0,137.0,177.0,151.0,1,1750098580743,1750098580746,3
1478019976185898081.jpg,188,85,196,100,5,1750098580781,1750098580781,0
1478019976185898081.jpg,188.0,85.0,196.0,100.0,5,1750098580781,1750098580784,3
1478019976185898081.jpg,247,110,255,123,5,1750098580820,1750098580820,0
1478019976185898081.jpg,247.0,110.0,255.0,123.0,5,1750098580820,1750098580823,3
1478019976185898081.jpg,268,76,279,97,5,1750098580858,1750098580858,0
1478019976185898081.jpg,268.0,76.0,279.0,97.0,5,1750098580858,1750098580860,2
1478019976185898081.jpg,305,124,385,151,1,1750098580896,1750098580896,0
1478019976185898081.jpg,305.0,124.0,385.0,151.0,1,1750098580896,1750098580898,2
1478019976687231684.jpg,30,135,115,181,1,1750098580934,1750098580934,0
1478019976687231684.jpg,30.0,135.0,115.0,181.0,1,1750098580934,1750098580936,2
1478019976687231684.jpg,46,119,55,133,5,1750098580972,1750098580972,0
1478019976687231684.jpg,46.0,119.0,55.0,133.0,5,1750098580972,1750098580975,3
1478019976687231684.jpg,141,92,150,105,5,1750098581011,1750098581011,0
1478019976687231684.jpg,141.0,92.0,150.0,105.0,5,1750098581011,1750098581014,3
1478019976687231684.jpg,147,139,171,156,1,1750098581051,1750098581051,0
1478019976687231684.jpg,147.0,139.0,171.0,156.0,1,1750098581051,1750098581054,3
1478019976687231684.jpg,168,142,182,156,1,1750098581090,1750098581090,0
1478019976687231684.jpg,168.0,142.0,182.0,156.0,1,1750098581090,1750098581092,2
1478019976687231684.jpg,182,86,190,101,5,1750098581129,1750098581129,0
1478019976687231684.jpg,182.0,86.0,190.0,101.0,5,1750098581129,1750098581131,2
1478019976687231684.jpg,245,113,253,127,5,1750098581169,1750098581169,0
1478019976687231684.jpg,245.0,113.0,253.0,127.0,5,1750098581169,1750098581172,3
1478019976687231684.jpg,271,68,284,91,5,1750098581208,1750098581208,0
1478019976687231684.jpg,271.0,68.0,284.0,91.0,5,1750098581208,1750098581211,3
1478019976687231684.jpg,312,123,400,153,1,1750098581248,1750098581248,0
1478019976687231684.jpg,312.0,123.0,400.0,153.0,1,1750098581248,1750098581251,3
1478019977188852426.jpg,121,88,129,105,5,1750098581288,1750098581288,0
1478019977188852426.jpg,121.0,88.0,129.0,105.0,5,1750098581288,1750098581291,3
1478019977188852426.jpg,128,138,154,157,1,1750098581355,1750098581356,1
1478019977188852426.jpg,128.0,138.0,154.0,157.0,1,1750098581355,1750098581359,4
1478019977188852426.jpg,150,142,164,156,1,1750098581394,1750098581394,0
1478019977188852426.jpg,150.0,142.0,164.0,156.0,1,1750098581394,1750098581397,3
1478019977188852426.jpg,166,82,174,97,5,1750098581432,1750098581432,0
1478019977188852426.jpg,166.0,82.0,174.0,97.0,5,1750098581432,1750098581435,3
1478019977188852426.jpg,235,112,243,125,5,1750098581472,1750098581472,0
1478019977188852426.jpg,235.0,112.0,243.0,125.0,5,1750098581472,1750098581475,3
1478019977188852426.jpg,266,51,281,81,5,1750098581512,1750098581512,0
1478019977188852426.jpg,266.0,51.0,281.0,81.0,5,1750098581512,1750098581514,2
1478019977188852426.jpg,311,120,411,153,1,1750098581550,1750098581550,0
1478019977188852426.jpg,311.0,120.0,411.0,153.0,1,1750098581550,1750098581553,3
1478019977680527341.jpg,80,143,109,163,1,1750098581588,1750098581588,0
1478019977680527341.jpg,80.0,143.0,109.0,163.0,1,1750098581588,1750098581591,3
1478019977680527341.jpg,105,148,119,163,1,1750098581626,1750098581626,0
1478019977680527341.jpg,105.0,148.0,119.0,163.0,1,1750098581626,1750098581628,2
1478019977680527341.jpg,109,147,120,168,1,1750098581664,1750098581665,1
1478019977680527341.jpg,109.0,147.0,120.0,168.0,1,1750098581664,1750098581667,3
1478019977680527341.jpg,118,81,127,99,5,1750098581704,1750098581704,0
1478019977680527341.jpg,118.0,81.0,127.0,99.0,5,1750098581704,1750098581706,2
1478019977680527341.jpg,195,112,203,128,5,1750098581743,1750098581743,0
1478019977680527341.jpg,195.0,112.0,203.0,128.0,5,1750098581743,1750098581745,2
1478019977680527341.jpg,196,113,204,126,5,1750098581781,1750098581781,0
1478019977680527341.jpg,196.0,113.0,204.0,126.0,5,1750098581781,1750098581784,3
1478019977680527341.jpg,227,36,245,70,5,1750098581820,1750098581820,0
1478019977680527341.jpg,227.0,36.0,245.0,70.0,5,1750098581820,1750098581823,3
1478019977680527341.jpg,279,119,388,158,1,1750098581859,1750098581859,0
1478019977680527341.jpg,279.0,119.0,388.0,158.0,1,1750098581859,1750098581862,3
1478019978180101986.jpg,211,125,346,172,1,1750098581897,1750098581897,0
1478019978180101986.jpg,211.0,125.0,346.0,172.0,1,1750098581897,1750098581899,2
1478019978686299906.jpg,139,124,274,170,1,1750098581936,1750098581936,0
1478019978686299906.jpg,139.0,124.0,274.0,170.0,1,1750098581936,1750098581939,3
1478019979179856014.jpg,38,120,199,175,1,1750098581975,1750098581975,0
1478019979179856014.jpg,38.0,120.0,199.0,175.0,1,1750098581975,1750098581977,2
1478019979179856014.jpg,383,119,422,158,4,1750098582013,1750098582013,0
1478019979179856014.jpg,383.0,119.0,422.0,158.0,4,1750098582013,1750098582016,3
1478019979680961324.jpg,401,100,479,158,2,1750098582051,1750098582051,0
1478019979680961324.jpg,401.0,100.0,479.0,158.0,2,1750098582051,1750098582054,3
1478019982681185768.jpg,245,116,386,182,2,1750098582089,1750098582089,0
1478019982681185768.jpg,245.0,116.0,386.0,182.0,2,1750098582089,1750098582092,3
1478019982681185768.jpg,363,138,379,176,3,1750098582128,1750098582128,0
1478019982681185768.jpg,363.0,138.0,379.0,176.0,3,1750098582128,1750098582130,2
1478019982681185768.jpg,440,133,458,174,3,1750098582166,1750098582166,0
1478019982681185768.jpg,440.0,133.0,458.0,174.0,3,1750098582166,1750098582169,3
1478019983181354848.jpg,224,121,365,188,2,1750098582206,1750098582206,0
1478019983181354848.jpg,224.0,121.0,365.0,188.0,2,1750098582206,1750098582208,2
1478019983181354848.jpg,345,137,361,175,3,1750098582245,1750098582245,0
1478019983181354848.jpg,345.0,137.0,361.0,175.0,3,1750098582245,1750098582248,3
1478019983181354848.jpg,407,136,425,177,3,1750098582283,1750098582284,1
1478019983181354848.jpg,407.0,136.0,425.0,177.0,3,1750098582283,1750098582286,3
1478019983689760521.jpg,193,122,335,188,2,1750098582322,1750098582322,0
1478019983689760521.jpg,193.0,122.0,335.0,188.0,2,1750098582322,1750098582325,3
1478019983689760521.jpg,319,139,335,178,3,1750098582360,1750098582360,0
1478019983689760521.jpg,319.0,139.0,335.0,178.0,3,1750098582360,1750098582363,3
1478019983689760521.jpg,369,137,387,178,3,1750098582400,1750098582400,0
1478019983689760521.jpg,369.0,137.0,387.0,178.0,3,1750098582400,1750098582402,2
1478020193690486111.jpg,134,141,155,163,1,1750098582438,1750098582438,0
1478020193690486111.jpg,134.0,141.0,155.0,163.0,1,1750098582438,1750098582441,3
1478020194190078499.jpg,126,140,147,162,1,1750098582477,1750098582477,0
1478020194190078499.jpg,126.0,140.0,147.0,162.0,1,1750098582477,1750098582479,2
1478020194190078499.jpg,141,143,158,160,1,1750098582518,1750098582518,0
1478020194190078499.jpg,141.0,143.0,158.0,160.0,1,1750098582518,1750098582521,3
1478020194190078499.jpg,143,144,155,156,1,1750098582557,1750098582557,0
1478020194190078499.jpg,143.0,144.0,155.0,156.0,1,1750098582557,1750098582559,2
1478020194690266730.jpg,113,141,134,164,1,1750098582595,1750098582595,0
1478020194690266730.jpg,113.0,141.0,134.0,164.0,1,1750098582595,1750098582598,3
1478020194690266730.jpg,130,146,151,162,1,1750098582633,1750098582634,1
1478020194690266730.jpg,130.0,146.0,151.0,162.0,1,1750098582633,1750098582636,3
1478020194690266730.jpg,134,146,149,158,1,1750098582673,1750098582673,0
1478020194690266730.jpg,134.0,146.0,149.0,158.0,1,1750098582673,1750098582675,2
1478020194690266730.jpg,226,142,235,154,1,1750098582712,1750098582712,0
1478020194690266730.jpg,226.0,142.0,235.0,154.0,1,1750098582712,1750098582715,3
1478020195196250051.jpg,99,140,125,162,1,1750098582751,1750098582751,0
1478020195196250051.jpg,99.0,140.0,125.0,162.0,1,1750098582751,1750098582753,2
1478020195196250051.jpg,123,144,144,161,1,1750098582789,1750098582789,0
1478020195196250051.jpg,123.0,144.0,144.0,161.0,1,1750098582789,1750098582792,3
1478020195196250051.jpg,126,146,140,159,1,1750098582828,1750098582828,0
1478020195196250051.jpg,126.0,146.0,140.0,159.0,1,1750098582828,1750098582831,3
1478020195196250051.jpg,227,139,235,151,1,1750098582869,1750098582869,0
1478020195196250051.jpg,227.0,139.0,235.0,151.0,1,1750098582869,1750098582872,3
1478020195689922407.jpg,83,144,109,166,1,1750098582907,1750098582907,0
1478020195689922407.jpg,83.0,144.0,109.0,166.0,1,1750098582907,1750098582910,3
1478020195689922407.jpg,108,148,134,165,1,1750098582946,1750098582947,1
1478020195689922407.jpg,108.0,148.0,134.0,165.0,1,1750098582946,1750098582950,4
1478020195689922407.jpg,109,149,131,165,1,1750098582986,1750098582987,1
1478020195689922407.jpg,109.0,149.0,131.0,165.0,1,1750098582986,1750098582989,3
1478020195689922407.jpg,228,143,236,155,1,1750098583026,1750098583026,0
1478020195689922407.jpg,228.0,143.0,236.0,155.0,1,1750098583026,1750098583029,3
1478020196196294557.jpg,55,150,91,174,1,1750098583065,1750098583065,0
1478020196196294557.jpg,55.0,150.0,91.0,174.0,1,1750098583065,1750098583067,2
1478020196196294557.jpg,90,149,122,168,1,1750098583103,1750098583103,0
1478020196196294557.jpg,90.0,149.0,122.0,168.0,1,1750098583103,1750098583105,2
1478020196196294557.jpg,92,150,118,170,1,1750098583143,1750098583143,0
1478020196196294557.jpg,92.0,150.0,118.0,170.0,1,1750098583143,1750098583145,2
1478020196196294557.jpg,228,143,237,154,1,1750098583181,1750098583181,0
1478020196196294557.jpg,228.0,143.0,237.0,154.0,1,1750098583181,1750098583184,3
1478020196696559542.jpg,19,142,71,174,1,1750098583219,1750098583219,0
1478020196696559542.jpg,19.0,142.0,71.0,174.0,1,1750098583219,1750098583222,3
1478020196696559542.jpg,71,146,108,170,1,1750098583258,1750098583258,0
1478020196696559542.jpg,71.0,146.0,108.0,170.0,1,1750098583258,1750098583261,3
1478020196696559542.jpg,71,145,108,168,1,1750098583296,1750098583297,1
1478020196696559542.jpg,71.0,145.0,108.0,168.0,1,1750098583296,1750098583299,3
1478020196696559542.jpg,228,143,238,154,1,1750098583335,1750098583335,0
1478020196696559542.jpg,228.0,143.0,238.0,154.0,1,1750098583335,1750098583338,3
1478020197191156937.jpg,47,144,92,169,1,1750098583374,1750098583374,0
1478020197191156937.jpg,47.0,144.0,92.0,169.0,1,1750098583374,1750098583376,2
1478020197191156937.jpg,48,142,91,166,1,1750098583412,1750098583412,0
1478020197191156937.jpg,48.0,142.0,91.0,166.0,1,1750098583412,1750098583414,2
1478020197191156937.jpg,232,138,242,150,1,1750098583449,1750098583450,1
1478020197191156937.jpg,232.0,138.0,242.0,150.0,1,1750098583449,1750098583452,3
1478020197691441017.jpg,4,145,62,173,1,1750098583488,1750098583489,1
1478020197691441017.jpg,4.0,145.0,62.0,173.0,1,1750098583488,1750098583492,4
1478020197691441017.jpg,6,145,62,172,1,1750098583528,1750098583528,0
1478020197691441017.jpg,6.0,145.0,62.0,172.0,1,1750098583528,1750098583532,4
1478020197691441017.jpg,230,138,240,150,1,1750098583568,1750098583568,0
1478020197691441017.jpg,230.0,138.0,240.0,150.0,1,1750098583568,1750098583571,3
1478020198191412480.jpg,229,139,239,150,1,1750098583607,1750098583607,0
1478020198191412480.jpg,229.0,139.0,239.0,150.0,1,1750098583607,1750098583610,3
1478020198691318173.jpg,153,140,173,151,1,1750098583645,1750098583646,1
1478020198691318173.jpg,153.0,140.0,173.0,151.0,1,1750098583645,1750098583648,3
1478020198691318173.jpg,229,139,239,150,1,1750098583683,1750098583684,1
1478020198691318173.jpg,229.0,139.0,239.0,150.0,1,1750098583683,1750098583686,3
1478020199190988152.jpg,147,143,167,154,1,1750098583727,1750098583727,0
1478020199190988152.jpg,147.0,143.0,167.0,154.0,1,1750098583727,1750098583730,3
1478020199190988152.jpg,151,143,168,153,1,1750098583766,1750098583766,0
1478020199190988152.jpg,151.0,143.0,168.0,153.0,1,1750098583766,1750098583769,3
1478020199190988152.jpg,228,139,238,151,1,1750098583804,1750098583805,1
1478020199190988152.jpg,228.0,139.0,238.0,151.0,1,1750098583804,1750098583807,3
1478020199190988152.jpg,258,140,274,147,1,1750098583843,1750098583843,0
1478020199190988152.jpg,258.0,140.0,274.0,147.0,1,1750098583843,1750098583845,2
1478020199190988152.jpg,262,131,270,141,5,1750098583880,1750098583880,0
1478020199190988152.jpg,262.0,131.0,270.0,141.0,5,1750098583880,1750098583883,3
1478020199696886386.jpg,145,143,165,154,1,1750098584031,1750098584031,0
1478020199696886386.jpg,145.0,143.0,165.0,154.0,1,1750098584031,1750098584034,3
1478020199696886386.jpg,147,145,164,155,1,1750098584104,1750098584104,0
1478020199696886386.jpg,147.0,145.0,164.0,155.0,1,1750098584104,1750098584107,3
1478020199696886386.jpg,227,140,237,151,1,1750098584144,1750098584144,0
1478020199696886386.jpg,227.0,140.0,237.0,151.0,1,1750098584144,1750098584146,2
1478020199696886386.jpg,265,133,273,143,5,1750098584181,1750098584182,1
1478020199696886386.jpg,265.0,133.0,273.0,143.0,5,1750098584181,1750098584184,3
1478020200190518278.jpg,140,144,161,155,1,1750098584220,1750098584220,0
1478020200190518278.jpg,140.0,144.0,161.0,155.0,1,1750098584220,1750098584223,3
1478020200190518278.jpg,228,140,238,152,1,1750098584261,1750098584261,0
1478020200190518278.jpg,228.0,140.0,238.0,152.0,1,1750098584261,1750098584264,3
1478020200190518278.jpg,264,133,275,143,5,1750098584300,1750098584301,1
1478020200190518278.jpg,264.0,133.0,275.0,143.0,5,1750098584300,1750098584303,3
